QB,RB1,RB2,WR1,WR2,WR3,TE,DF,FX,Floor,Ceiling
Mayfield,Lindsay,Peterson,Adams,Theilen,Sutton,Kelce,Juaguars,2700,58,164
Mayfield,Lindsay,Peterson,Adams,Baldwin,Sanders,Kelce,Juaguars,2600,59,166
Mayfield,Lindsay,Peterson,Allen,Theilen,Sanders,Kelce,Juaguars,2800,57,165
Mayfield,Lindsay,Wilson Jr.,Hopkins,Theilen,Sutton,Kelce,Juaguars,2900,55,159
Mayfield,Lindsay,Wilson Jr.,Hopkins,Baldwin,Sanders,Kelce,Juaguars,2800,56,161
Mayfield,Lindsay,Wilson Jr.,Brown,Allen,Sutton,Kelce,Juaguars,2700,55,163
Mayfield,Lindsay,Wilson Jr.,Brown,Theilen,Godwin,Kelce,Juaguars,2700,55,162
Mayfield,Lindsay,Wilson Jr.,Adams,Allen,Godwin,Kelce,Juaguars,2900,55,165
Mayfield,Lindsay,Wilson Jr.,Adams,Theilen,Sanders,Kelce,Juaguars,2800,56,164
Mayfield,Lindsay,Samuels,Hopkins,Allen,Sutton,Kelce,Juaguars,2600,55,161
Mayfield,Lindsay,Samuels,Hopkins,Theilen,Godwin,Kelce,Juaguars,2600,55,160
Mayfield,Lindsay,Samuels,Hopkins,Baldwin,Sanders,Kelce,Juaguars,2900,56,160
Mayfield,Lindsay,Samuels,Brown,Allen,Sutton,Kelce,Juaguars,2800,55,162
Mayfield,Lindsay,Samuels,Brown,Theilen,Godwin,Kelce,Juaguars,2800,55,161
Mayfield,Lindsay,Samuels,Adams,Theilen,Sanders,Kelce,Juaguars,2900,56,163
Mayfield,Peterson,Wilson Jr.,Hopkins,Adams,Godwin,Kelce,Juaguars,2600,54,160
Mayfield,Peterson,Wilson Jr.,Hopkins,Theilen,Baldwin,Kelce,Juaguars,2700,54,155
Mayfield,Peterson,Wilson Jr.,Brown,Adams,Godwin,Kelce,Juaguars,2800,54,161
Mayfield,Peterson,Wilson Jr.,Brown,Theilen,Baldwin,Kelce,Juaguars,2900,54,156
Mayfield,Peterson,Samuels,Hopkins,Adams,Godwin,Kelce,Juaguars,2700,54,159
Mayfield,Peterson,Samuels,Hopkins,Theilen,Baldwin,Kelce,Juaguars,2800,54,154
Mayfield,Peterson,Samuels,Brown,Adams,Godwin,Kelce,Juaguars,2900,54,160
Mayfield,Peterson,Samuels,Brown,Allen,Baldwin,Kelce,Juaguars,2600,54,158
Mayfield,Wilson Jr.,Samuels,Hopkins,Brown,Sanders,Kelce,Juaguars,2600,52,157
Mayfield,Wilson Jr.,Samuels,Hopkins,Allen,Theilen,Kelce,Juaguars,2600,51,155
Mayfield,Wilson Jr.,Samuels,Brown,Adams,Baldwin,Kelce,Juaguars,2600,53,157
Mayfield,Wilson Jr.,Samuels,Brown,Allen,Theilen,Kelce,Juaguars,2800,51,156
Jackson,Gurley,Chubb,Sanders,Godwin,Sutton,Kelce,Juaguars,2700,54,170
Jackson,Gurley,Peterson,Allen,Godwin,Sutton,Kelce,Juaguars,2600,52,163
Jackson,Gurley,Peterson,Baldwin,Sanders,Godwin,Kelce,Juaguars,2900,53,162
Jackson,Gurley,Wilson Jr.,Adams,Godwin,Sutton,Kelce,Juaguars,2600,51,162
Jackson,Gurley,Wilson Jr.,Allen,Sanders,Godwin,Kelce,Juaguars,2700,50,163
Jackson,Gurley,Wilson Jr.,Theilen,Baldwin,Sutton,Kelce,Juaguars,2700,51,157
Jackson,Gurley,Samuels,Adams,Godwin,Sutton,Kelce,Juaguars,2700,51,161
Jackson,Gurley,Samuels,Allen,Sanders,Godwin,Kelce,Juaguars,2800,50,162
Jackson,Gurley,Samuels,Theilen,Baldwin,Sutton,Kelce,Juaguars,2800,51,156
Jackson,McCaffrey,Lindsay,Baldwin,Godwin,Sutton,Kelce,Juaguars,2600,55,165
Jackson,McCaffrey,Peterson,Allen,Godwin,Sutton,Kelce,Juaguars,2900,52,163
Jackson,McCaffrey,Peterson,Theilen,Sanders,Sutton,Kelce,Juaguars,2800,53,162
Jackson,McCaffrey,Wilson Jr.,Adams,Godwin,Sutton,Kelce,Juaguars,2900,51,162
Jackson,McCaffrey,Wilson Jr.,Allen,Baldwin,Sutton,Kelce,Juaguars,2600,51,160
Jackson,McCaffrey,Wilson Jr.,Theilen,Baldwin,Godwin,Kelce,Juaguars,2600,51,159
Jackson,McCaffrey,Samuels,Allen,Baldwin,Sutton,Kelce,Juaguars,2700,51,159
Jackson,McCaffrey,Samuels,Theilen,Baldwin,Godwin,Kelce,Juaguars,2700,51,158
Jackson,Elliot,Chubb,Baldwin,Godwin,Sutton,Kelce,Juaguars,2900,55,168
Jackson,Elliot,Lindsay,Baldwin,Sanders,Sutton,Kelce,Juaguars,2800,56,166
Jackson,Elliot,Peterson,Adams,Godwin,Sutton,Kelce,Juaguars,2600,54,165
Jackson,Elliot,Peterson,Allen,Sanders,Godwin,Kelce,Juaguars,2700,53,166
Jackson,Elliot,Peterson,Theilen,Baldwin,Sutton,Kelce,Juaguars,2700,54,160
Jackson,Elliot,Wilson Jr.,Hopkins,Godwin,Sutton,Kelce,Juaguars,2800,51,160
Jackson,Elliot,Wilson Jr.,Adams,Sanders,Godwin,Kelce,Juaguars,2700,52,165
Jackson,Elliot,Wilson Jr.,Allen,Baldwin,Godwin,Kelce,Juaguars,2900,51,161
Jackson,Elliot,Wilson Jr.,Theilen,Baldwin,Sanders,Kelce,Juaguars,2800,52,160
Jackson,Elliot,Samuels,Hopkins,Godwin,Sutton,Kelce,Juaguars,2900,51,159
Jackson,Elliot,Samuels,Brown,Sanders,Sutton,Kelce,Juaguars,2600,52,162
Jackson,Elliot,Samuels,Adams,Sanders,Godwin,Kelce,Juaguars,2800,52,164
Jackson,Elliot,Samuels,Allen,Theilen,Sutton,Kelce,Juaguars,2600,51,160
Jackson,Elliot,Samuels,Theilen,Baldwin,Sanders,Kelce,Juaguars,2900,52,159
Jackson,Kamara,Chubb,Theilen,Godwin,Sutton,Kelce,Juaguars,2600,55,170
Jackson,Kamara,Chubb,Baldwin,Sanders,Sutton,Kelce,Juaguars,2900,56,170
Jackson,Kamara,Lindsay,Allen,Godwin,Sutton,Kelce,Juaguars,2600,55,169
Jackson,Kamara,Lindsay,Baldwin,Sanders,Godwin,Kelce,Juaguars,2900,56,168
Jackson,Kamara,Peterson,Adams,Sanders,Sutton,Kelce,Juaguars,2600,55,167
Jackson,Kamara,Peterson,Allen,Baldwin,Sutton,Kelce,Juaguars,2800,54,163
Jackson,Kamara,Peterson,Theilen,Baldwin,Godwin,Kelce,Juaguars,2800,54,162
Jackson,Kamara,Wilson Jr.,Hopkins,Sanders,Sutton,Kelce,Juaguars,2800,52,162
Jackson,Kamara,Wilson Jr.,Brown,Sanders,Godwin,Kelce,Juaguars,2600,52,165
Jackson,Kamara,Wilson Jr.,Adams,Baldwin,Sutton,Kelce,Juaguars,2800,53,162
Jackson,Kamara,Wilson Jr.,Allen,Theilen,Godwin,Kelce,Juaguars,2600,51,163
Jackson,Kamara,Wilson Jr.,Allen,Baldwin,Sanders,Kelce,Juaguars,2900,52,163
Jackson,Kamara,Samuels,Hopkins,Sanders,Sutton,Kelce,Juaguars,2900,52,161
Jackson,Kamara,Samuels,Brown,Sanders,Godwin,Kelce,Juaguars,2700,52,164
Jackson,Kamara,Samuels,Adams,Baldwin,Sutton,Kelce,Juaguars,2900,53,161
Jackson,Kamara,Samuels,Allen,Theilen,Godwin,Kelce,Juaguars,2700,51,162
Jackson,Chubb,Lindsay,Allen,Baldwin,Sutton,Kelce,Juaguars,2700,55,168
Jackson,Chubb,Lindsay,Theilen,Baldwin,Godwin,Kelce,Juaguars,2700,55,167
Jackson,Chubb,Peterson,Hopkins,Sanders,Godwin,Kelce,Juaguars,2800,53,166
Jackson,Chubb,Peterson,Brown,Baldwin,Sutton,Kelce,Juaguars,2600,54,164
Jackson,Chubb,Peterson,Adams,Baldwin,Godwin,Kelce,Juaguars,2800,54,166
Jackson,Chubb,Wilson Jr.,Hopkins,Theilen,Sutton,Kelce,Juaguars,2600,51,161
Jackson,Chubb,Wilson Jr.,Brown,Theilen,Sutton,Kelce,Juaguars,2800,51,162
Jackson,Chubb,Wilson Jr.,Brown,Baldwin,Sanders,Kelce,Juaguars,2700,52,164
Jackson,Chubb,Wilson Jr.,Adams,Allen,Godwin,Kelce,Juaguars,2600,51,167
Jackson,Chubb,Wilson Jr.,Allen,Theilen,Baldwin,Kelce,Juaguars,2700,51,162
Jackson,Chubb,Samuels,Hopkins,Theilen,Sutton,Kelce,Juaguars,2700,51,160
Jackson,Chubb,Samuels,Hopkins,Baldwin,Sanders,Kelce,Juaguars,2600,52,162
Jackson,Chubb,Samuels,Brown,Theilen,Sutton,Kelce,Juaguars,2900,51,161
Jackson,Chubb,Samuels,Brown,Baldwin,Sanders,Kelce,Juaguars,2800,52,163
Jackson,Chubb,Samuels,Adams,Allen,Godwin,Kelce,Juaguars,2700,51,166
Jackson,Chubb,Samuels,Adams,Theilen,Sanders,Kelce,Juaguars,2600,52,165
Jackson,Chubb,Samuels,Allen,Theilen,Baldwin,Kelce,Juaguars,2800,51,161
Jackson,Lindsay,Peterson,Hopkins,Baldwin,Sutton,Kelce,Juaguars,2800,54,159
Jackson,Lindsay,Peterson,Brown,Baldwin,Godwin,Kelce,Juaguars,2600,54,162
Jackson,Lindsay,Peterson,Adams,Theilen,Sutton,Kelce,Juaguars,2800,54,162
Jackson,Lindsay,Peterson,Adams,Baldwin,Sanders,Kelce,Juaguars,2700,55,164
Jackson,Lindsay,Peterson,Allen,Theilen,Sanders,Kelce,Juaguars,2900,53,163
Jackson,Lindsay,Wilson Jr.,Hopkins,Allen,Sutton,Kelce,Juaguars,2600,51,160
Jackson,Lindsay,Wilson Jr.,Hopkins,Theilen,Godwin,Kelce,Juaguars,2600,51,159
Jackson,Lindsay,Wilson Jr.,Hopkins,Baldwin,Sanders,Kelce,Juaguars,2900,52,159
Jackson,Lindsay,Wilson Jr.,Brown,Allen,Sutton,Kelce,Juaguars,2800,51,161
Jackson,Lindsay,Wilson Jr.,Brown,Theilen,Godwin,Kelce,Juaguars,2800,51,160
Jackson,Lindsay,Wilson Jr.,Adams,Theilen,Sanders,Kelce,Juaguars,2900,52,162
Jackson,Lindsay,Samuels,Hopkins,Allen,Sutton,Kelce,Juaguars,2700,51,159
Jackson,Lindsay,Samuels,Hopkins,Theilen,Godwin,Kelce,Juaguars,2700,51,158
Jackson,Lindsay,Samuels,Brown,Allen,Sutton,Kelce,Juaguars,2900,51,160
Jackson,Lindsay,Samuels,Brown,Theilen,Godwin,Kelce,Juaguars,2900,51,159
Jackson,Lindsay,Samuels,Adams,Allen,Sanders,Kelce,Juaguars,2600,52,164
Jackson,Peterson,Wilson Jr.,Hopkins,Adams,Godwin,Kelce,Juaguars,2700,50,158
Jackson,Peterson,Wilson Jr.,Hopkins,Theilen,Baldwin,Kelce,Juaguars,2800,50,153
Jackson,Peterson,Wilson Jr.,Brown,Adams,Godwin,Kelce,Juaguars,2900,50,159
Jackson,Peterson,Wilson Jr.,Brown,Allen,Baldwin,Kelce,Juaguars,2600,50,157
Jackson,Peterson,Samuels,Hopkins,Brown,Sutton,Kelce,Juaguars,2600,50,155
Jackson,Peterson,Samuels,Hopkins,Adams,Godwin,Kelce,Juaguars,2800,50,157
Jackson,Peterson,Samuels,Hopkins,Theilen,Baldwin,Kelce,Juaguars,2900,50,152
Jackson,Peterson,Samuels,Brown,Allen,Baldwin,Kelce,Juaguars,2700,50,156
Jackson,Wilson Jr.,Samuels,Hopkins,Brown,Sanders,Kelce,Juaguars,2700,48,155
Jackson,Wilson Jr.,Samuels,Hopkins,Allen,Theilen,Kelce,Juaguars,2700,47,153
Jackson,Wilson Jr.,Samuels,Brown,Adams,Baldwin,Kelce,Juaguars,2700,49,155
Jackson,Wilson Jr.,Samuels,Brown,Allen,Theilen,Kelce,Juaguars,2900,47,154
Mahommes,Gurley,Lindsay,Sanders,Godwin,Sutton,Ebron,Juaguars,2800,59,176
Mahommes,Gurley,Peterson,Theilen,Godwin,Sutton,Ebron,Juaguars,2700,57,170
Mahommes,Gurley,Peterson,Baldwin,Sanders,Godwin,Ebron,Juaguars,2600,58,172
Mahommes,Gurley,Wilson Jr.,Allen,Sanders,Sutton,Ebron,Juaguars,2800,55,171
Mahommes,Gurley,Wilson Jr.,Theilen,Sanders,Godwin,Ebron,Juaguars,2800,55,170
Mahommes,Gurley,Samuels,Allen,Sanders,Sutton,Ebron,Juaguars,2900,55,170
Mahommes,Gurley,Samuels,Theilen,Sanders,Godwin,Ebron,Juaguars,2900,55,169
Mahommes,McCaffrey,Chubb,Sanders,Godwin,Sutton,Ebron,Juaguars,2700,59,180
Mahommes,McCaffrey,Peterson,Allen,Godwin,Sutton,Ebron,Juaguars,2600,57,173
Mahommes,McCaffrey,Peterson,Baldwin,Sanders,Godwin,Ebron,Juaguars,2900,58,172
Mahommes,McCaffrey,Wilson Jr.,Adams,Godwin,Sutton,Ebron,Juaguars,2600,56,172
Mahommes,McCaffrey,Wilson Jr.,Allen,Sanders,Godwin,Ebron,Juaguars,2700,55,173
Mahommes,McCaffrey,Wilson Jr.,Theilen,Baldwin,Sutton,Ebron,Juaguars,2700,56,167
Mahommes,McCaffrey,Samuels,Adams,Godwin,Sutton,Ebron,Juaguars,2700,56,171
Mahommes,McCaffrey,Samuels,Allen,Sanders,Godwin,Ebron,Juaguars,2800,55,172
Mahommes,McCaffrey,Samuels,Theilen,Baldwin,Sutton,Ebron,Juaguars,2800,56,166
Mahommes,Elliot,Chubb,Baldwin,Godwin,Sutton,Ebron,Juaguars,2600,60,178
Mahommes,Elliot,Peterson,Allen,Sanders,Sutton,Ebron,Juaguars,2800,58,174
Mahommes,Elliot,Peterson,Theilen,Sanders,Godwin,Ebron,Juaguars,2800,58,173
Mahommes,Elliot,Wilson Jr.,Brown,Godwin,Sutton,Ebron,Juaguars,2700,56,171
Mahommes,Elliot,Wilson Jr.,Adams,Sanders,Sutton,Ebron,Juaguars,2800,57,173
Mahommes,Elliot,Wilson Jr.,Allen,Baldwin,Godwin,Ebron,Juaguars,2600,56,171
Mahommes,Elliot,Samuels,Hopkins,Godwin,Sutton,Ebron,Juaguars,2600,56,169
Mahommes,Elliot,Samuels,Brown,Godwin,Sutton,Ebron,Juaguars,2800,56,170
Mahommes,Elliot,Samuels,Adams,Sanders,Sutton,Ebron,Juaguars,2900,57,172
Mahommes,Elliot,Samuels,Allen,Baldwin,Godwin,Ebron,Juaguars,2700,56,170
Mahommes,Elliot,Samuels,Theilen,Baldwin,Sanders,Ebron,Juaguars,2600,57,169
Mahommes,Kamara,Chubb,Baldwin,Sanders,Sutton,Ebron,Juaguars,2600,61,180
Mahommes,Kamara,Lindsay,Theilen,Godwin,Sutton,Ebron,Juaguars,2700,60,176
Mahommes,Kamara,Lindsay,Baldwin,Sanders,Godwin,Ebron,Juaguars,2600,61,178
Mahommes,Kamara,Peterson,Adams,Godwin,Sutton,Ebron,Juaguars,2800,59,175
Mahommes,Kamara,Peterson,Allen,Sanders,Godwin,Ebron,Juaguars,2900,58,176
Mahommes,Kamara,Peterson,Theilen,Baldwin,Sutton,Ebron,Juaguars,2900,59,170
Mahommes,Kamara,Wilson Jr.,Brown,Sanders,Sutton,Ebron,Juaguars,2700,57,173
Mahommes,Kamara,Wilson Jr.,Adams,Sanders,Godwin,Ebron,Juaguars,2900,57,175
Mahommes,Kamara,Wilson Jr.,Allen,Theilen,Sutton,Ebron,Juaguars,2700,56,171
Mahommes,Kamara,Wilson Jr.,Allen,Baldwin,Sanders,Ebron,Juaguars,2600,57,173
Mahommes,Kamara,Samuels,Hopkins,Sanders,Sutton,Ebron,Juaguars,2600,57,171
Mahommes,Kamara,Samuels,Brown,Sanders,Sutton,Ebron,Juaguars,2800,57,172
Mahommes,Kamara,Samuels,Adams,Baldwin,Sutton,Ebron,Juaguars,2600,58,171
Mahommes,Kamara,Samuels,Allen,Theilen,Sutton,Ebron,Juaguars,2800,56,170
Mahommes,Kamara,Samuels,Allen,Baldwin,Sanders,Ebron,Juaguars,2700,57,172
Mahommes,Chubb,Lindsay,Adams,Godwin,Sutton,Ebron,Juaguars,2700,60,180
Mahommes,Chubb,Lindsay,Allen,Sanders,Godwin,Ebron,Juaguars,2800,59,181
Mahommes,Chubb,Lindsay,Theilen,Baldwin,Sutton,Ebron,Juaguars,2800,60,175
Mahommes,Chubb,Peterson,Hopkins,Sanders,Sutton,Ebron,Juaguars,2900,58,174
Mahommes,Chubb,Peterson,Brown,Sanders,Godwin,Ebron,Juaguars,2700,58,177
Mahommes,Chubb,Peterson,Adams,Baldwin,Sutton,Ebron,Juaguars,2900,59,174
Mahommes,Chubb,Peterson,Allen,Theilen,Godwin,Ebron,Juaguars,2700,57,175
Mahommes,Chubb,Wilson Jr.,Hopkins,Baldwin,Godwin,Ebron,Juaguars,2700,56,171
Mahommes,Chubb,Wilson Jr.,Brown,Baldwin,Godwin,Ebron,Juaguars,2900,56,172
Mahommes,Chubb,Wilson Jr.,Adams,Allen,Sutton,Ebron,Juaguars,2700,56,175
Mahommes,Chubb,Wilson Jr.,Adams,Theilen,Godwin,Ebron,Juaguars,2700,56,174
Mahommes,Chubb,Samuels,Hopkins,Baldwin,Godwin,Ebron,Juaguars,2800,56,170
Mahommes,Chubb,Samuels,Brown,Theilen,Sutton,Ebron,Juaguars,2600,56,171
Mahommes,Chubb,Samuels,Adams,Allen,Sutton,Ebron,Juaguars,2800,56,174
Mahommes,Chubb,Samuels,Adams,Theilen,Godwin,Ebron,Juaguars,2800,56,173
Mahommes,Lindsay,Peterson,Hopkins,Sanders,Godwin,Ebron,Juaguars,2900,58,172
Mahommes,Lindsay,Peterson,Brown,Baldwin,Sutton,Ebron,Juaguars,2700,59,170
Mahommes,Lindsay,Peterson,Adams,Baldwin,Godwin,Ebron,Juaguars,2900,59,172
Mahommes,Lindsay,Peterson,Allen,Theilen,Sanders,Ebron,Juaguars,2600,58,173
Mahommes,Lindsay,Wilson Jr.,Hopkins,Theilen,Sutton,Ebron,Juaguars,2700,56,167
Mahommes,Lindsay,Wilson Jr.,Hopkins,Baldwin,Sanders,Ebron,Juaguars,2600,57,169
Mahommes,Lindsay,Wilson Jr.,Brown,Theilen,Sutton,Ebron,Juaguars,2900,56,168
Mahommes,Lindsay,Wilson Jr.,Brown,Baldwin,Sanders,Ebron,Juaguars,2800,57,170
Mahommes,Lindsay,Wilson Jr.,Adams,Allen,Godwin,Ebron,Juaguars,2700,56,173
Mahommes,Lindsay,Wilson Jr.,Adams,Theilen,Sanders,Ebron,Juaguars,2600,57,172
Mahommes,Lindsay,Wilson Jr.,Allen,Theilen,Baldwin,Ebron,Juaguars,2800,56,168
Mahommes,Lindsay,Samuels,Hopkins,Theilen,Sutton,Ebron,Juaguars,2800,56,166
Mahommes,Lindsay,Samuels,Hopkins,Baldwin,Sanders,Ebron,Juaguars,2700,57,168
Mahommes,Lindsay,Samuels,Brown,Allen,Sutton,Ebron,Juaguars,2600,56,170
Mahommes,Lindsay,Samuels,Brown,Theilen,Godwin,Ebron,Juaguars,2600,56,169
Mahommes,Lindsay,Samuels,Brown,Baldwin,Sanders,Ebron,Juaguars,2900,57,169
Mahommes,Lindsay,Samuels,Adams,Allen,Godwin,Ebron,Juaguars,2800,56,172
Mahommes,Lindsay,Samuels,Adams,Theilen,Sanders,Ebron,Juaguars,2700,57,171
Mahommes,Lindsay,Samuels,Allen,Theilen,Baldwin,Ebron,Juaguars,2900,56,167
Mahommes,Peterson,Wilson Jr.,Hopkins,Adams,Sutton,Ebron,Juaguars,2800,55,166
Mahommes,Peterson,Wilson Jr.,Hopkins,Allen,Sanders,Ebron,Juaguars,2900,54,167
Mahommes,Peterson,Wilson Jr.,Brown,Adams,Godwin,Ebron,Juaguars,2600,55,169
Mahommes,Peterson,Wilson Jr.,Brown,Theilen,Baldwin,Ebron,Juaguars,2700,55,164
Mahommes,Peterson,Wilson Jr.,Adams,Allen,Baldwin,Ebron,Juaguars,2900,55,167
Mahommes,Peterson,Samuels,Hopkins,Adams,Sutton,Ebron,Juaguars,2900,55,165
Mahommes,Peterson,Samuels,Hopkins,Theilen,Baldwin,Ebron,Juaguars,2600,55,162
Mahommes,Peterson,Samuels,Brown,Adams,Godwin,Ebron,Juaguars,2700,55,168
Mahommes,Peterson,Samuels,Brown,Theilen,Baldwin,Ebron,Juaguars,2800,55,163
Mahommes,Wilson Jr.,Samuels,Hopkins,Brown,Godwin,Ebron,Juaguars,2900,52,163
Mahommes,Wilson Jr.,Samuels,Brown,Allen,Theilen,Ebron,Juaguars,2600,52,164
Brees,Gurley,Chubb,Sanders,Godwin,Sutton,Ebron,Juaguars,2600,59,175
Brees,Gurley,Peterson,Theilen,Godwin,Sutton,Ebron,Juaguars,2900,57,165
Brees,Gurley,Peterson,Baldwin,Sanders,Godwin,Ebron,Juaguars,2800,58,167
Brees,Gurley,Wilson Jr.,Allen,Sanders,Godwin,Ebron,Juaguars,2600,55,168
Brees,Gurley,Wilson Jr.,Theilen,Baldwin,Sutton,Ebron,Juaguars,2600,56,162
Brees,Gurley,Samuels,Adams,Godwin,Sutton,Ebron,Juaguars,2600,56,166
Brees,Gurley,Samuels,Allen,Sanders,Godwin,Ebron,Juaguars,2700,55,167
Brees,Gurley,Samuels,Theilen,Baldwin,Sutton,Ebron,Juaguars,2700,56,161
Brees,McCaffrey,Chubb,Sanders,Godwin,Sutton,Ebron,Juaguars,2900,59,175
Brees,McCaffrey,Peterson,Allen,Godwin,Sutton,Ebron,Juaguars,2800,57,168
Brees,McCaffrey,Peterson,Theilen,Sanders,Sutton,Ebron,Juaguars,2700,58,167
Brees,McCaffrey,Wilson Jr.,Adams,Godwin,Sutton,Ebron,Juaguars,2800,56,167
Brees,McCaffrey,Wilson Jr.,Allen,Sanders,Godwin,Ebron,Juaguars,2900,55,168
Brees,McCaffrey,Wilson Jr.,Theilen,Baldwin,Sutton,Ebron,Juaguars,2900,56,162
Brees,McCaffrey,Samuels,Adams,Godwin,Sutton,Ebron,Juaguars,2900,56,166
Brees,McCaffrey,Samuels,Allen,Baldwin,Sutton,Ebron,Juaguars,2600,56,164
Brees,McCaffrey,Samuels,Theilen,Baldwin,Godwin,Ebron,Juaguars,2600,56,163
Brees,Elliot,Chubb,Baldwin,Godwin,Sutton,Ebron,Juaguars,2800,60,173
Brees,Elliot,Lindsay,Baldwin,Sanders,Sutton,Ebron,Juaguars,2700,61,171
Brees,Elliot,Peterson,Allen,Sanders,Godwin,Ebron,Juaguars,2600,58,171
Brees,Elliot,Peterson,Theilen,Baldwin,Sutton,Ebron,Juaguars,2600,59,165
Brees,Elliot,Wilson Jr.,Hopkins,Godwin,Sutton,Ebron,Juaguars,2700,56,165
Brees,Elliot,Wilson Jr.,Brown,Godwin,Sutton,Ebron,Juaguars,2900,56,166
Brees,Elliot,Wilson Jr.,Adams,Sanders,Godwin,Ebron,Juaguars,2600,57,170
Brees,Elliot,Wilson Jr.,Allen,Baldwin,Godwin,Ebron,Juaguars,2800,56,166
Brees,Elliot,Wilson Jr.,Theilen,Baldwin,Sanders,Ebron,Juaguars,2700,57,165
Brees,Elliot,Samuels,Hopkins,Godwin,Sutton,Ebron,Juaguars,2800,56,164
Brees,Elliot,Samuels,Adams,Sanders,Godwin,Ebron,Juaguars,2700,57,169
Brees,Elliot,Samuels,Allen,Baldwin,Godwin,Ebron,Juaguars,2900,56,165
Brees,Elliot,Samuels,Theilen,Baldwin,Sanders,Ebron,Juaguars,2800,57,164
Brees,Kamara,Chubb,Baldwin,Sanders,Sutton,Ebron,Juaguars,2800,61,175
Brees,Kamara,Lindsay,Theilen,Godwin,Sutton,Ebron,Juaguars,2900,60,171
Brees,Kamara,Lindsay,Baldwin,Sanders,Godwin,Ebron,Juaguars,2800,61,173
Brees,Kamara,Peterson,Allen,Baldwin,Sutton,Ebron,Juaguars,2700,59,168
Brees,Kamara,Peterson,Theilen,Baldwin,Godwin,Ebron,Juaguars,2700,59,167
Brees,Kamara,Wilson Jr.,Hopkins,Sanders,Sutton,Ebron,Juaguars,2700,57,167
Brees,Kamara,Wilson Jr.,Brown,Sanders,Sutton,Ebron,Juaguars,2900,57,168
Brees,Kamara,Wilson Jr.,Adams,Baldwin,Sutton,Ebron,Juaguars,2700,58,167
Brees,Kamara,Wilson Jr.,Allen,Theilen,Sutton,Ebron,Juaguars,2900,56,166
Brees,Kamara,Wilson Jr.,Allen,Baldwin,Sanders,Ebron,Juaguars,2800,57,168
Brees,Kamara,Samuels,Hopkins,Sanders,Sutton,Ebron,Juaguars,2800,57,166
Brees,Kamara,Samuels,Brown,Sanders,Godwin,Ebron,Juaguars,2600,57,169
Brees,Kamara,Samuels,Adams,Baldwin,Sutton,Ebron,Juaguars,2800,58,166
Brees,Kamara,Samuels,Allen,Theilen,Godwin,Ebron,Juaguars,2600,56,167
Brees,Kamara,Samuels,Allen,Baldwin,Sanders,Ebron,Juaguars,2900,57,167
Brees,Chubb,Lindsay,Adams,Godwin,Sutton,Ebron,Juaguars,2900,60,175
Brees,Chubb,Lindsay,Allen,Baldwin,Sutton,Ebron,Juaguars,2600,60,173
Brees,Chubb,Lindsay,Theilen,Baldwin,Godwin,Ebron,Juaguars,2600,60,172
Brees,Chubb,Peterson,Hopkins,Sanders,Godwin,Ebron,Juaguars,2700,58,171
Brees,Chubb,Peterson,Brown,Sanders,Godwin,Ebron,Juaguars,2900,58,172
Brees,Chubb,Peterson,Adams,Baldwin,Godwin,Ebron,Juaguars,2700,59,171
Brees,Chubb,Peterson,Allen,Theilen,Godwin,Ebron,Juaguars,2900,57,170
Brees,Chubb,Wilson Jr.,Hopkins,Baldwin,Godwin,Ebron,Juaguars,2900,56,166
Brees,Chubb,Wilson Jr.,Brown,Theilen,Sutton,Ebron,Juaguars,2700,56,167
Brees,Chubb,Wilson Jr.,Brown,Baldwin,Sanders,Ebron,Juaguars,2600,57,169
Brees,Chubb,Wilson Jr.,Adams,Allen,Sutton,Ebron,Juaguars,2900,56,170
Brees,Chubb,Wilson Jr.,Adams,Theilen,Godwin,Ebron,Juaguars,2900,56,169
Brees,Chubb,Wilson Jr.,Allen,Theilen,Baldwin,Ebron,Juaguars,2600,56,167
Brees,Chubb,Samuels,Hopkins,Theilen,Sutton,Ebron,Juaguars,2600,56,165
Brees,Chubb,Samuels,Brown,Theilen,Sutton,Ebron,Juaguars,2800,56,166
Brees,Chubb,Samuels,Brown,Baldwin,Sanders,Ebron,Juaguars,2700,57,168
Brees,Chubb,Samuels,Adams,Allen,Godwin,Ebron,Juaguars,2600,56,171
Brees,Chubb,Samuels,Allen,Theilen,Baldwin,Ebron,Juaguars,2700,56,166
Brees,Lindsay,Peterson,Hopkins,Baldwin,Sutton,Ebron,Juaguars,2700,59,164
Brees,Lindsay,Peterson,Brown,Baldwin,Sutton,Ebron,Juaguars,2900,59,165
Brees,Lindsay,Peterson,Adams,Theilen,Sutton,Ebron,Juaguars,2700,59,167
Brees,Lindsay,Peterson,Adams,Baldwin,Sanders,Ebron,Juaguars,2600,60,169
Brees,Lindsay,Peterson,Allen,Theilen,Sanders,Ebron,Juaguars,2800,58,168
Brees,Lindsay,Wilson Jr.,Hopkins,Theilen,Sutton,Ebron,Juaguars,2900,56,162
Brees,Lindsay,Wilson Jr.,Hopkins,Baldwin,Sanders,Ebron,Juaguars,2800,57,164
Brees,Lindsay,Wilson Jr.,Brown,Allen,Sutton,Ebron,Juaguars,2700,56,166
Brees,Lindsay,Wilson Jr.,Brown,Theilen,Godwin,Ebron,Juaguars,2700,56,165
Brees,Lindsay,Wilson Jr.,Adams,Allen,Godwin,Ebron,Juaguars,2900,56,168
